# Normative statements with no citing test: the accepted backlog.
# Regenerate: UPDATE_SPEC_COVERAGE_BASELINE=1 cargo test -p vouch-tests --test spec_coverage
# This list may only shrink -- see crates/vouch-tests/tests/spec_coverage.rs.
req_id	strength	text
rfc9325#4.2.1#4a62eab4	SHOULD	Clients are of course free to offer stronger cipher suites, e.g., using AES-256; when they do, the server SHOULD prefer the stronger cipher suite unless there a
rfc9325#4.2.1#69602f5e	SHOULD	Both clients and servers SHOULD include the "Supported Elliptic Curves Extension" [RFC8422].
rfc9325#4.2.1#b3122494	MUST	Servers MUST prefer this cipher suite over weaker cipher suites whenever it is proposed, even if it is not the first proposal.
rfc9325#4.2.1#d8c3f293	SHOULD NOT	As with other cipher suites that do not provide forward secrecy, implementations SHOULD NOT support this cipher suite.
rfc9325#4.2.1#dd40a425	SHOULD	Clients SHOULD include TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256 as the first proposal to any server.
rfc9325#4.2.1#dfec22a3	MUST	Therefore, if the client sends an ec_point_formats extension, the ECPointFormatList MUST contain a single element, "uncompressed".
rfc9325#4.4#84419264	SHOULD	Although the obtained figures are slightly higher than those for TLS 1.3, it is RECOMMENDED that the same limit of 2^24.5 records is used for both versions.
rfc9325#4.4#a7949930	SHOULD	When a sender is approaching CL, the implementation SHOULD initiate a new handshake (in TLS 1.3, this can be achieved by sending a KeyUpdate message on the esta
rfc9325#4.4#bf9c845b	SHOULD	When a receiver has reached IL, the implementation SHOULD close the connection.
rfc9325#4.5#00b1ea70	MUST	When using RSA, servers MUST authenticate using certificates with at least a 2048-bit modulus for the public key.
rfc9325#4.5#819c2a7a	MUST	With a key exchange based on modular exponential (MODP) Diffie- Hellman groups ("DHE" cipher suites), DH key lengths of at least 2048 bits are REQUIRED.
rfc9325#4.5#a66c7d3e	MUST NOT	In addition, the use of the SHA-256 hash algorithm is RECOMMENDED and SHA-1 or MD5 MUST NOT be used [RFC9155] (for more details, see also [CAB-Baseline], for wh
rfc9325#4.5#fc841809	MUST	Clients MUST indicate to servers that they request SHA-256 by using the "Signature Algorithms" extension defined in TLS 1.2.
rfc9325#4.6#6fa4723a	MUST NOT	Implementations MUST NOT use the Truncated HMAC Extension, defined in Section 7 of [RFC6066].
rfc9325#7.1#0207bcd7	SHOULD NOT	If the host name is discovered indirectly and insecurely (e.g., by a cleartext DNS query for an SRV or Mail Exchange (MX) record), it SHOULD NOT be used as a re
rfc9325#7.2.1#7b97aae3	SHOULD	It is therefore RECOMMENDED that TLS 1.2 implementations use the 64-bit sequence number to populate the nonce_explicit part of the GCM nonce, as described in th
rfc9325#7.4#99deca45	SHOULD	* Server implementations that want to reuse Elliptic Curve DH keys SHOULD either use a "safe curve" [SAFECURVES] (e.g., X25519) or perform the checks described 
rfc9325#7.4#da2a4093	SHOULD NOT	* TLS implementations SHOULD NOT use static finite-field DH keys and SHOULD NOT reuse ephemeral finite-field DH keys across multiple connections.
rfc9325#7.5#12f74774	SHOULD	For the common use cases of public key certificates in TLS, servers SHOULD support the following as a best practice given the current state of the art and as a 
rfc9325#7.5#498b79e7	MUST	TLS implementations MUST implement a strategy to distrust revoked certificates.
rfc9325#8.2#0ca96760	MUST	- Support for extended_master_secret is now a "MUST" (previously it was a soft recommendation, as the RFC had not been published at the time).
rfc9325#8.2#3d180411	SHOULD NOT	- SHOULD NOT use (static or ephemeral) finite-field DH key agreement.
rfc9325#8.2#4ab59b98	MUST	- MUST-level implementation requirement for ALPN and more specific SHOULD-level guidance for ALPN and SNI.
rfc9325#8.2#527898b4	SHOULD	- Added TLS 1.3 at a "SHOULD" level.
rfc9325#8.2#6f61da53	MUST	- 2048-bit DH is now a "MUST" and ECDH minimal curve size is 224 (vs. 192 previously).
rfc9325#8.2#7a4cb7a2	SHOULD	- SHOULD-level guidance on AES-GCM nonce generation.
rfc9325#8.2#7abab9b0	MUST	- Generic MUST-level guidance to avoid 0-RTT unless it is documented for the particular protocol.
rfc9325#8.2#937152fd	SHOULD	- SHOULD-level requirement for forward secrecy in TLS 1.3 session resumption.
rfc9325#8.2#93d37e8c	SHOULD	- SHOULD-level restriction on the TLS session duration, depending on the rotation period of an [RFC5077] ticket key.
rfc9325#8.2#c399ae17	MUST	- Clarified discussion of strict TLS policies, including MUST- level recommendations.
rfc9325#8.2#cbfa4fae	SHOULD NOT	- SHOULD NOT reuse ephemeral finite-field DH keys across multiple connections.
rfc9325#8.2#e08e1027	MUST	- MUST-level requirement for server-side RSA certificates to have a 2048-bit modulus at a minimum, replacing a "SHOULD".
rfc9325#8.2#e0f4fb82	MUST NOT	- Changed the status of TLS 1.0 and 1.1 from "SHOULD NOT" to "MUST NOT".
rfc9325#8.2#ee070b51	SHOULD NOT	- SHOULD NOT use static Elliptic Curve DH key exchange.
rfc9325#8.2#f34cfc17	MUST	- MUST-level restriction on session ticket validity, replacing a "SHOULD".
rfc9325#8.2#f4903322	SHOULD NOT	- SHOULD NOT use the old MTI cipher suite, TLS_RSA_WITH_AES_128_CBC_SHA.
rfc9396#12#cd7d7fae	MUST	The AS MUST properly sanitize and handle the data passed in the authorization_details in order to prevent injection attacks.
rfc9396#12#d8be210f	MUST	If the integrity of the authorization_details is a concern, clients MUST protect authorization_details against tampering and swapping.
rfc9396#2.1#4b61de0c	SHOULD	It is RECOMMENDED that API designers choose type values that are easily copied without ambiguity.
rfc9396#2.1#f688de60	SHOULD	If an application or API is expected to be deployed across different servers, such as the case in an open standard, the API designer is RECOMMENDED to use a col
rfc9396#3.1#48487b2c	SHOULD	It is RECOMMENDED that a given API use only one form of requirement specification.
rfc9396#3.1#6e6e6410	MUST	When gathering user consent, the AS MUST present the merged set of requirements represented by the authorization request.
rfc9396#3.1#dbbc6767	MUST	The AS MUST process both sets of requirements in combination with each other for the given authorization request.
rfc9396#5#119dfc46	MUST	The AS MUST refuse to process any unknown authorization details type or authorization details not conforming to the respective type definition. The AS MUST abor
rfc9396#5#40238e75	MUST	The AS MUST refuse to process any unknown authorization details type or authorization details not conforming to the respective type definition. The AS MUST abor
rfc9396#5#5706f269	MUST	The AS MUST refuse to process any unknown authorization details type or authorization details not conforming to the respective type definition. The AS MUST abor
rfc9396#5#8bed4d1a	MUST	The AS MUST refuse to process any unknown authorization details type or authorization details not conforming to the respective type definition.
rfc9396#5#8db0e2a6	MUST	The AS MUST refuse to process any unknown authorization details type or authorization details not conforming to the respective type definition. The AS MUST abor
rfc9396#5#a9888287	MUST	The AS MUST abort processing and respond with an error invalid_authorization_details to the client if any of the following are true of the objects in the author
rfc9396#5#d03476a3	MUST	The AS MUST refuse to process any unknown authorization details type or authorization details not conforming to the respective type definition. The AS MUST abor
rfc9396#8#5b1fe622	MUST	The Token Error Response MUST conform to the rules given in Section 5.
rfc9396#9.1#ff431747	SHOULD	If the access token is a JWT [RFC7519], the AS is RECOMMENDED to add the authorization details object, filtered to the specific audience, as a top-level claim.
rfc9421#1.4#1b75ed93	MUST	HTTP message signatures are designed to be a general-purpose tool applicable in a wide variety of circumstances and applications. In order to properly and safel
rfc9421#1.4#20cfc866	MUST	HTTP message signatures are designed to be a general-purpose tool applicable in a wide variety of circumstances and applications. In order to properly and safel
rfc9421#1.4#410290e9	MUST	HTTP message signatures are designed to be a general-purpose tool applicable in a wide variety of circumstances and applications. In order to properly and safel
rfc9421#1.4#6581a471	MUST	HTTP message signatures are designed to be a general-purpose tool applicable in a wide variety of circumstances and applications. In order to properly and safel
rfc9421#1.4#94091111	MUST	HTTP message signatures are designed to be a general-purpose tool applicable in a wide variety of circumstances and applications. In order to properly and safel
rfc9421#1.4#aaac9acc	MUST	HTTP message signatures are designed to be a general-purpose tool applicable in a wide variety of circumstances and applications. In order to properly and safel
rfc9421#1.4#c5793011	MUST	HTTP message signatures are designed to be a general-purpose tool applicable in a wide variety of circumstances and applications. In order to properly and safel
rfc9421#1.4#d413a6a1	MUST	HTTP message signatures are designed to be a general-purpose tool applicable in a wide variety of circumstances and applications. In order to properly and safel
rfc9421#1.4#e63e0dcb	MUST	HTTP message signatures are designed to be a general-purpose tool applicable in a wide variety of circumstances and applications. In order to properly and safel
rfc9421#1.4#f6365665	MUST	In order to properly and safely apply HTTP message signatures, an application or profile of this specification MUST specify, at a minimum, all of the following 
rfc9421#3.1#06ce4cbc	MUST	In order to create a signature, a signer MUST apply the following algorithm: * Further guidance on what to include in this set and in what order is out of scope
rfc9421#3.1#13d24a7b	MUST	In order to create a signature, a signer MUST apply the following algorithm: 6. The signer uses the HTTP_SIGN primitive function to sign the signature base with
rfc9421#3.1#2468deb5	MUST NOT	* Once an order of covered components is chosen, the order MUST NOT change for the life of the signature.
rfc9421#3.1#2d3c0002	SHOULD	* Signers of a request SHOULD include some or all of the message control data in the covered components, such as the @method, @authority, @target-uri, or some c
rfc9421#3.1#489cf203	MUST NOT	* The @signature-params derived component identifier MUST NOT be present in the list of covered component identifiers.
rfc9421#3.1#6b115c23	MUST	In order to create a signature, a signer MUST apply the following algorithm: 3. If applicable, the signer sets the signature's expiration time property to the t
rfc9421#3.1#6d386f71	MUST	In order to create a signature, a signer MUST apply the following algorithm: 7. The byte array output of the signature function is the HTTP message signature ou
rfc9421#3.1#6f8b4cc3	MUST	* Each covered component identifier MUST be either (1) an HTTP field (Section 2.1) in the signature context or (2) a derived component listed in Section 2.2 or 
rfc9421#3.1#796472bf	SHOULD	* Signers SHOULD include the created signature metadata parameter to indicate when the signature was created.
rfc9421#3.1#8a451f54	MUST	In order to create a signature, a signer MUST apply the following algorithm: 5. The signer creates the signature base using these parameters and the signature b
rfc9421#3.1#9ad1fcc3	MUST	The signer MUST choose key material that is appropriate for the signature's algorithm and that conforms to any requirements defined by the algorithm, such as ke
rfc9421#3.1#ab25e66d	MUST	In order to create a signature, a signer MUST apply the following algorithm: 2. The signer sets the signature's creation time to the current time.
rfc9421#3.1#d7251c62	MUST	In order to create a signature, a signer MUST apply the following algorithm:
rfc9421#3.1#ed2254ba	MUST	In order to create a signature, a signer MUST apply the following algorithm: 4. The signer creates an ordered set of component identifiers representing the mess
rfc9421#3.3.7#5ecf250e	MUST NOT	The JWS algorithm MUST NOT be "none" and MUST NOT be any algorithm with a JOSE Implementation Requirement of "Prohibited".
rfc9421#5.2#b6b9881e	MUST	By this process, a signature applied to a target message MUST have the same label, MUST include the same set of covered components, MUST process all requested p
